name,site,category,phone,adress,city,postal_code,latitude,longitude,rating,reviews,working_hours,location_link
Земјоделска Aптека Брком - Радовиш,https://brkom.business.site/?utm_source=gmb&utm_medium=referral,Pharmacy,+389 75 407 862,"MK, Бул. Александар Македонски, Radovish 2420",Radovish,2420,41.632049,22.4620841,5,5,"{""Monday"": ""7:30AM-7PM"", ""Tuesday"": ""7:30AM-7PM"", ""Wednesday"": ""7:30AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7:30AM-6PM"", ""Saturday"": ""7AM-5:30PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/%D0%97%D0%B5%D0%BC%D1%98%D0%BE%D0%B4%D0%B5%D0%BB%D1%81%D0%BA%D0%B0+A%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%91%D1%80%D0%BA%D0%BE%D0%BC+-+%D0%A0%D0%B0%D0%B4%D0%BE%D0%B2%D0%B8%D1%88/@41.632048999999995,22.4620841,14z/data=!4m8!1m2!2m1!1s%D0%97%D0%B5%D0%BC%D1%98%D0%BE%D0%B4%D0%B5%D0%BB%D1%81%D0%BA%D0%B0+A%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%91%D1%80%D0%BA%D0%BE%D0%BC+-+%D0%A0%D0%B0%D0%B4%D0%BE%D0%B2%D0%B8%D1%88!3m4!1s0x1355fbdb27ed8261:0x81aa319b5e22d29c!8m2!3d41.632048999999995!4d22.4620841"
ИГН МАГРО,Not available,Pharmacy,Not available,"FJJM+C4C, Gradoshortsi",Gradoshortsi,Not available,41.4810694,22.632774,3,2,Not available,"https://www.google.com/maps/place/%D0%98%D0%93%D0%9D+%D0%9C%D0%90%D0%93%D0%A0%D0%9E/@41.481069399999996,22.632773999999998,14z/data=!4m8!1m2!2m1!1s%D0%98%D0%93%D0%9D+%D0%9C%D0%90%D0%93%D0%A0%D0%9E!3m4!1s0x14a9ffc33910fa99:0xcecd6b58d9d69bc4!8m2!3d41.481069399999996!4d22.632773999999998"
Dare rarm,Not available,Pharmacy,Not available,"V7FR+C67, Cheshinovo",Cheshinovo,Not available,41.8735347,22.2905607,Not available,Not available,Not available,"https://www.google.com/maps/place/Dare+rarm/@41.8735347,22.2905607,14z/data=!4m8!1m2!2m1!1sDare+rarm!3m4!1s0x1355eb95c0d86395:0x6841dce2d340517e!8m2!3d41.8735347!4d22.2905607"
Apteka Eliksir 4 Pharmacy Eliksir Dabile,http://www.eliksir.mk/,Pharmacy,+389 76 426 920,Dabilje,Dabilje,Not available,41.4431949,22.6894777,Not available,Not available,"{""Monday"": ""8AM-3PM"", ""Tuesday"": ""8AM-3PM"", ""Wednesday"": ""8AM-3PM"", ""Thursday"": ""8AM-3PM"", ""Friday"": ""8AM-3PM"", ""Saturday"": ""8AM-1PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Apteka+Eliksir+4+Pharmacy+Eliksir+Dabile/@41.443194899999995,22.689477699999998,14z/data=!4m8!1m2!2m1!1sApteka+Eliksir+4+Pharmacy+Eliksir+Dabile!3m4!1s0x14a9fff7c10fbaf9:0x5bda8fdfc3679cd1!8m2!3d41.443194899999995!4d22.689477699999998"
Medifarm,Not available,Pharmacy,+389 32 394 143,"Пиринска, Shtip 2000",Shtip,2000,41.7430636,22.1935767,4,2,"{""Monday"": ""7:30AM-8PM"", ""Tuesday"": ""7:30AM-8PM"", ""Wednesday"": ""7:30AM-8PM"", ""Thursday"": ""7:30AM-8PM"", ""Friday"": ""7:30AM-8PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Medifarm/@41.7430636,22.193576699999998,14z/data=!4m8!1m2!2m1!1sMedifarm!3m4!1s0x1355dd2afe3ed883:0xb18274ed16d41c7d!8m2!3d41.7430636!4d22.193576699999998"
Apteka Farmaka-1,Not available,Pharmacy,+389 34 322 251,"Dimitar Vlahov 34, Strumica",Strumica,Not available,41.4356828,22.6391466,3.7,3,Not available,"https://www.google.com/maps/place/Apteka+Farmaka-1/@41.435682799999995,22.6391466,14z/data=!4m8!1m2!2m1!1sApteka+Farmaka-1!3m4!1s0x14a9fff170ba4f03:0xf64f523f82efd8a!8m2!3d41.435682799999995!4d22.6391466"
Аптека Флос Фарм Демир Капија,Not available,Pharmacy,+389 75 415 755,"C65V+W9X, Demir Kapija",Demir Kapija,Not available,41.4098659,22.2434696,5,2,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%A4%D0%BB%D0%BE%D1%81+%D0%A4%D0%B0%D1%80%D0%BC+%D0%94%D0%B5%D0%BC%D0%B8%D1%80+%D0%9A%D0%B0%D0%BF%D0%B8%D1%98%D0%B0/@41.4098659,22.243469599999997,14z/data=!4m8!1m2!2m1!1s%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%A4%D0%BB%D0%BE%D1%81+%D0%A4%D0%B0%D1%80%D0%BC+%D0%94%D0%B5%D0%BC%D0%B8%D1%80+%D0%9A%D0%B0%D0%BF%D0%B8%D1%98%D0%B0!3m4!1s0x135613e7b7fff5c5:0x915f2f9cff124031!8m2!3d41.4098659!4d22.243469599999997"
Аптека Флос Фарм Валандово (Болница),Not available,Pharmacy,+389 75 415 756,"Ул. 6ти Ноември бб MK, 2460",Valandovo,2460,41.316545,22.55663,Not available,Not available,Not available,"https://www.google.com/maps/place/%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%A4%D0%BB%D0%BE%D1%81+%D0%A4%D0%B0%D1%80%D0%BC+%D0%92%D0%B0%D0%BB%D0%B0%D0%BD%D0%B4%D0%BE%D0%B2%D0%BE+%28%D0%91%D0%BE%D0%BB%D0%BD%D0%B8%D1%86%D0%B0%29/@41.316545,22.55663,14z/data=!4m8!1m2!2m1!1s%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%A4%D0%BB%D0%BE%D1%81+%D0%A4%D0%B0%D1%80%D0%BC+%D0%92%D0%B0%D0%BB%D0%B0%D0%BD%D0%B4%D0%BE%D0%B2%D0%BE+%28%D0%91%D0%BE%D0%BB%D0%BD%D0%B8%D1%86%D0%B0%29!3m4!1s0x13561d59c312aca9:0x222b80ada6bb370c!8m2!3d41.316545!4d22.55663"
Аптека Вербена 2,Not available,Pharmacy,Not available,"Gjuro Gjakovikj 6, Strumica",Strumica,Not available,41.4353983,22.6420747,Not available,Not available,Not available,"https://www.google.com/maps/place/%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%92%D0%B5%D1%80%D0%B1%D0%B5%D0%BD%D0%B0+2/@41.435398299999996,22.6420747,14z/data=!4m8!1m2!2m1!1s%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%92%D0%B5%D1%80%D0%B1%D0%B5%D0%BD%D0%B0+2!3m4!1s0x14a9fffc6f9bad93:0x5471d79e9d1d6e6f!8m2!3d41.435398299999996!4d22.6420747"
Zemjodelska Apteka Diva Komerc,Not available,Pharmacy,Not available,"Kliment Ohridski St 31, Dobrejtsi",Dobrejtsi,Not available,41.4478136,22.6426915,5,1,"{""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""8AM-4PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Zemjodelska+Apteka+Diva+Komerc/@41.447813599999996,22.642691499999998,14z/data=!4m8!1m2!2m1!1sZemjodelska+Apteka+Diva+Komerc!3m4!1s0x14a9ffe337b06475:0x7e4062b02c289d33!8m2!3d41.447813599999996!4d22.642691499999998"
Аптека Флос Фарм Пирава,Not available,Pharmacy,+389 75 313 733,"8G9J+G5R, Pirava 2463",Pirava,2463,41.3188521,22.5303968,Not available,Not available,"{""Monday"": ""10AM-5PM"", ""Tuesday"": ""10AM-5PM"", ""Wednesday"": ""10AM-5PM"", ""Thursday"": ""10AM-5PM"", ""Friday"": ""10AM-5PM"", ""Saturday"": ""10AM-3PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%A4%D0%BB%D0%BE%D1%81+%D0%A4%D0%B0%D1%80%D0%BC+%D0%9F%D0%B8%D1%80%D0%B0%D0%B2%D0%B0/@41.3188521,22.5303968,14z/data=!4m8!1m2!2m1!1s%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%A4%D0%BB%D0%BE%D1%81+%D0%A4%D0%B0%D1%80%D0%BC+%D0%9F%D0%B8%D1%80%D0%B0%D0%B2%D0%B0!3m4!1s0x13561dd49667fe0d:0x2b175b4ccba688ce!8m2!3d41.3188521!4d22.5303968"
IRIS Pharmacy / Аптека ИРИС,Not available,Pharmacy,+389 34 349 090,"Marshal Tito bb, Strumica 2400",Strumica,2400,41.4371186,22.6378338,5,3,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""8AM-8PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/IRIS+Pharmacy+%2F+%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%98%D0%A0%D0%98%D0%A1/@41.4371186,22.6378338,14z/data=!4m8!1m2!2m1!1sIRIS+Pharmacy+%2F+%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%98%D0%A0%D0%98%D0%A1!3m4!1s0x14a9fe1220143011:0x654acd137474536e!8m2!3d41.4371186!4d22.6378338"
Аптека Флос Фарм Валандово (Центар),Not available,Pharmacy,+389 75 415 756,"Ул MK, Моша Пијаде бр. 10, Valandovo 2460",Valandovo,2460,41.3166235,22.5610482,5,1,Not available,"https://www.google.com/maps/place/%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%A4%D0%BB%D0%BE%D1%81+%D0%A4%D0%B0%D1%80%D0%BC+%D0%92%D0%B0%D0%BB%D0%B0%D0%BD%D0%B4%D0%BE%D0%B2%D0%BE+%28%D0%A6%D0%B5%D0%BD%D1%82%D0%B0%D1%80%29/@41.3166235,22.5610482,14z/data=!4m8!1m2!2m1!1s%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%A4%D0%BB%D0%BE%D1%81+%D0%A4%D0%B0%D1%80%D0%BC+%D0%92%D0%B0%D0%BB%D0%B0%D0%BD%D0%B4%D0%BE%D0%B2%D0%BE+%28%D0%A6%D0%B5%D0%BD%D1%82%D0%B0%D1%80%29!3m4!1s0x13561d8d19b88941:0x15112b5f78cf470b!8m2!3d41.3166235!4d22.5610482"
Apteka Farmaka-2,Not available,Pharmacy,+389 34 611 669,"FJGV+53Q, Unnamed Road, Vasilevo",Vasilevo,Not available,41.4754597,22.6427213,5,1,Not available,"https://www.google.com/maps/place/Apteka+Farmaka-2/@41.475459699999995,22.642721299999998,14z/data=!4m8!1m2!2m1!1sApteka+Farmaka-2!3m4!1s0x14a9ff8a6ecabac7:0xcc066a463d6c6726!8m2!3d41.475459699999995!4d22.642721299999998"
Аптека Флос Фарм Струмица,Not available,Pharmacy,+389 75 415 880,"Ул MK, Balkanska 13, Strumica 2400",Strumica,2400,41.4353908,22.6438394,Not available,Not available,"{""Monday"": ""7:30AM-9:30PM"", ""Tuesday"": ""7:30AM-9:30PM"", ""Wednesday"": ""7:30AM-9:30PM"", ""Thursday"": ""7:30AM-9:30PM"", ""Friday"": ""7:30AM-9:30PM"", ""Saturday"": ""7:30AM-9:30PM"", ""Sunday"": ""8AM-8PM""}","https://www.google.com/maps/place/%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%A4%D0%BB%D0%BE%D1%81+%D0%A4%D0%B0%D1%80%D0%BC+%D0%A1%D1%82%D1%80%D1%83%D0%BC%D0%B8%D1%86%D0%B0/@41.4353908,22.643839399999997,14z/data=!4m8!1m2!2m1!1s%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%A4%D0%BB%D0%BE%D1%81+%D0%A4%D0%B0%D1%80%D0%BC+%D0%A1%D1%82%D1%80%D1%83%D0%BC%D0%B8%D1%86%D0%B0!3m4!1s0x14a9ff149fa096cd:0x612c0ea3c9a7c3f2!8m2!3d41.4353908!4d22.643839399999997"
Zegin Farm Strumica3,Not available,Pharmacy,Not available,"117, Marshal Tito, Strumica",Strumica,Not available,41.433048,22.6441967,4.3,3,Not available,"https://www.google.com/maps/place/Zegin+Farm+Strumica3/@41.433048,22.6441967,14z/data=!4m8!1m2!2m1!1sZegin+Farm+Strumica3!3m4!1s0x14a9fe72c93b29e9:0xa880595003649015!8m2!3d41.433048!4d22.6441967"
Земјоделска Аптека''Agro Zastita'' - Strumica,Not available,Pharmacy,Not available,"Marshal Tito Blvd, Strumica",Strumica,Not available,41.4381601,22.6408347,4,2,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-5PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/%D0%97%D0%B5%D0%BC%D1%98%D0%BE%D0%B4%D0%B5%D0%BB%D1%81%D0%BA%D0%B0+%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0%27%27Agro+Zastita%27%27+-+Strumica/@41.4381601,22.6408347,14z/data=!4m8!1m2!2m1!1s%D0%97%D0%B5%D0%BC%D1%98%D0%BE%D0%B4%D0%B5%D0%BB%D1%81%D0%BA%D0%B0+%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0%27%27Agro+Zastita%27%27+-+Strumica!3m4!1s0x14a9fe1307dc9211:0xd103318a480ecb8a!8m2!3d41.4381601!4d22.6408347"
"Аптека ""Лаванда""",Not available,Pharmacy,Not available,"CJMV+CR4, Strumica",Strumica,Not available,41.4335195,22.6445784,5,1,"{""Monday"": ""8AM-11PM"", ""Tuesday"": ""8AM-11PM"", ""Wednesday"": ""8AM-11PM"", ""Thursday"": ""8AM-11PM"", ""Friday"": ""8AM-11PM"", ""Saturday"": ""8AM-11PM"", ""Sunday"": ""8AM-11PM""}","https://www.google.com/maps/place/%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%22%D0%9B%D0%B0%D0%B2%D0%B0%D0%BD%D0%B4%D0%B0%22/@41.433519499999996,22.6445784,14z/data=!4m8!1m2!2m1!1s%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%22%D0%9B%D0%B0%D0%B2%D0%B0%D0%BD%D0%B4%D0%B0%22!3m4!1s0x14a9fe72b9859153:0xf64d6ac5310eb884!8m2!3d41.433519499999996!4d22.6445784"
Аптека Вербена,https://zk.mk/apteki/strumica,Pharmacy,+389 70 214 315,"Панче Пешев 32, Strumica",Strumica,Not available,41.4382088,22.6439453,Not available,Not available,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-8PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%92%D0%B5%D1%80%D0%B1%D0%B5%D0%BD%D0%B0/@41.4382088,22.6439453,14z/data=!4m8!1m2!2m1!1s%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%92%D0%B5%D1%80%D0%B1%D0%B5%D0%BD%D0%B0!3m4!1s0x14a9ffb81425a877:0xb359e7088558f1ce!8m2!3d41.4382088!4d22.6439453"
Apteka Eliksir 2,https://eliksir.mk/,Pharmacy,+389 76 426 922,"Mladinska 13, Strumica",Strumica,Not available,41.4397608,22.6450169,Not available,Not available,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}","https://www.google.com/maps/place/Apteka+Eliksir+2/@41.439760799999995,22.645016899999998,14z/data=!4m8!1m2!2m1!1sApteka+Eliksir+2!3m4!1s0x14a9ffd7630ee845:0x962b2fa048d42dde!8m2!3d41.439760799999995!4d22.645016899999998"
Zegin Strumica 1,http://www.zegin.com.mk/,Pharmacy,+389 34 320 060,"Boulevard Goce Delchev 47, Strumica",Strumica,Not available,41.4379581,22.6443251,4.7,7,Not available,"https://www.google.com/maps/place/Zegin+Strumica+1/@41.437958099999996,22.6443251,14z/data=!4m8!1m2!2m1!1sZegin+Strumica+1!3m4!1s0x14a9fe6ccc0bbc8d:0x83e4304bd355e6ec!8m2!3d41.437958099999996!4d22.6443251"
Apteka EPOHA,Not available,Pharmacy,Not available,"11 Октомври, Resen",Resen,Not available,41.0906084,21.0132921,5,1,"{""Monday"": ""8AM-10:30PM"", ""Tuesday"": ""8AM-10:30PM"", ""Wednesday"": ""8AM-10:30PM"", ""Thursday"": ""8AM-10:30PM"", ""Friday"": ""8AM-10:30PM"", ""Saturday"": ""8AM-10:30PM"", ""Sunday"": ""8AM-10:30PM""}","https://www.google.com/maps/place/Apteka+EPOHA/@41.0906084,21.013292099999997,14z/data=!4m8!1m2!2m1!1sApteka+EPOHA!3m4!1s0x1350d3a89bb0108f:0xff45bc75c7e6d401!8m2!3d41.0906084!4d21.013292099999997"
СИГИА ФАРМ,Not available,Pharmacy,+389 47 454 360,"Kocho Racin, Resen",Resen,Not available,41.0896325,21.0078053,5,1,Not available,"https://www.google.com/maps/place/%D0%A1%D0%98%D0%93%D0%98%D0%90+%D0%A4%D0%90%D0%A0%D0%9C/@41.0896325,21.007805299999998,14z/data=!4m8!1m2!2m1!1s%D0%A1%D0%98%D0%93%D0%98%D0%90+%D0%A4%D0%90%D0%A0%D0%9C!3m4!1s0x1350d22f9a59fe71:0xb760889966974e1c!8m2!3d41.0896325!4d21.007805299999998"
Apteka ANAFARM,Not available,Pharmacy,+389 47 455 390,"32R6+VVH, Josif Josifovski, Resen",Resen,Not available,41.0921929,21.0122259,Not available,Not available,Not available,"https://www.google.com/maps/place/Apteka+ANAFARM/@41.0921929,21.0122259,14z/data=!4m8!1m2!2m1!1sApteka+ANAFARM!3m4!1s0x1350d35b77a3bf83:0x74be3be69923ed45!8m2!3d41.0921929!4d21.0122259"
Era Pharmacy,Not available,Pharmacy,Not available,"GX77+FF5, Kichevo",Kichevo,Not available,41.5136453,20.9637202,Not available,Not available,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Era+Pharmacy/@41.5136453,20.963720199999997,14z/data=!4m8!1m2!2m1!1sEra+Pharmacy!3m4!1s0x13513639c69e978d:0x2c18fe170d810d80!8m2!3d41.5136453!4d20.963720199999997"
Plus Pharma,Not available,Pharmacy,Not available,"2RF5+77Q, Р501, Peshtani",Peshtani,Not available,41.0232147,20.8082279,Not available,Not available,Not available,"https://www.google.com/maps/place/Plus+Pharma/@41.0232147,20.8082279,14z/data=!4m8!1m2!2m1!1sPlus+Pharma!3m4!1s0x1350c5ee44db1e55:0x8be01dfc52cfd521!8m2!3d41.0232147!4d20.8082279"
Era 3,Not available,Homeopathic pharmacy,Not available,"GX96+MQ4, Kichevo",Kichevo,Not available,41.5191281,20.9619523,5,2,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Era+3/@41.519128099999996,20.9619523,14z/data=!4m8!1m2!2m1!1sEra+3!3m4!1s0x1351363072c8dc77:0xa4d141aa325888dd!8m2!3d41.519128099999996!4d20.9619523"
Era 2,Not available,Homeopathic pharmacy,+389 70 504 259,"GX75+5VP, Kichevo",Kichevo,Not available,41.5129724,20.9596969,5,2,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Era+2/@41.512972399999995,20.959696899999997,14z/data=!4m8!1m2!2m1!1sEra+2!3m4!1s0x13513637b2a2a191:0x52fa44937ae101cc!8m2!3d41.512972399999995!4d20.959696899999997"
Apteka Altea Farmacija,Not available,Pharmacy,+389 45 228 663,"Маршал Тито 123, Kichevo",Kichevo,Not available,41.509627,20.9615956,5,5,"{""Monday"": ""7:30AM-11PM"", ""Tuesday"": ""7:30AM-11PM"", ""Wednesday"": ""7:30AM-11PM"", ""Thursday"": ""7:30AM-11PM"", ""Friday"": ""7:30AM-11PM"", ""Saturday"": ""7:30AM-11PM"", ""Sunday"": ""7:30AM-11PM""}","https://www.google.com/maps/place/Apteka+Altea+Farmacija/@41.509626999999995,20.9615956,14z/data=!4m8!1m2!2m1!1sApteka+Altea+Farmacija!3m4!1s0x135136486ccef811:0xf53d41ecb6819f5e!8m2!3d41.509626999999995!4d20.9615956"
Apteka Merifarm,https://m.facebook.com/pages/category/Medical---Health/Apteka-Merifarm-Ohrid-223669494371928/,Pharmacy,+389 71 260 060,"Bul MK, Bulevar Makedonski Prosvetiteli 9A, Ohrid 6000",Ohrid,6000,41.115719,20.8009998,4.9,20,"{""Monday"": ""7:30AM-10:30PM"", ""Tuesday"": ""7:30AM-10:30PM"", ""Wednesday"": ""7:30AM-10:30PM"", ""Thursday"": ""7:30AM-10:30PM"", ""Friday"": ""7:30AM-10:30PM"", ""Saturday"": ""7:30AM-10:30PM"", ""Sunday"": ""8AM-10:30PM""}","https://www.google.com/maps/place/Apteka+Merifarm/@41.115719,20.8009998,14z/data=!4m8!1m2!2m1!1sApteka+Merifarm!3m4!1s0x1350ddeb25faa0fb:0x30cd8f8a2804b626!8m2!3d41.115719!4d20.8009998"
Medicaplus,Not available,Pharmacy,+389 46 263 003,"Бул. Туристичка бр 50/а, Ohrid 6000",Ohrid,6000,41.117133,20.8023722,4,3,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-9PM""}","https://www.google.com/maps/place/Medicaplus/@41.117132999999995,20.8023722,14z/data=!4m8!1m2!2m1!1sMedicaplus!3m4!1s0x1350db7065f0c17b:0x9686fb794a5a90a6!8m2!3d41.117132999999995!4d20.8023722"
Herba Pharmacy,Not available,Pharmacy,Not available,"GX77+R9C, Маршал Тито, Kichevo",Kichevo,Not available,41.5145727,20.9633953,5,1,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Herba+Pharmacy/@41.514572699999995,20.9633953,14z/data=!4m8!1m2!2m1!1sHerba+Pharmacy!3m4!1s0x13513741ea4178b7:0x20c1447b7d70dbe9!8m2!3d41.514572699999995!4d20.9633953"
Via Farm 12,https://viafarm.mk/,Pharmacy,+389 70 358 672,"Abas Emin br.80, Ohrid 6000",Ohrid,6000,41.1240229,20.8031382,Not available,Not available,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Via+Farm+12/@41.1240229,20.8031382,14z/data=!4m8!1m2!2m1!1sVia+Farm+12!3m4!1s0x1350dddd1bded9ef:0xce82db34ef437aeb!8m2!3d41.1240229!4d20.8031382"
Apteka Hermes,Not available,Pharmacy,+389 46 209 008,"Bul. Turisticka bb. Lam. 3/1, Boulevard Turistichka, Ohrid 6000",Ohrid,6000,41.1185744,20.798935,Not available,Not available,Not available,"https://www.google.com/maps/place/Apteka+Hermes/@41.1185744,20.798935,14z/data=!4m8!1m2!2m1!1sApteka+Hermes!3m4!1s0x1350dca27eebcb77:0x6a14eb0bf25cb6e8!8m2!3d41.1185744!4d20.798935"
Via Farm 2,http://drbatkoski.mk/,Pharmacy,+389 46 230 078,"Марко Нестороски, Ohrid",Ohrid,Not available,41.1204187,20.8133948,4.6,8,"{""Monday"": ""8:30AM-9:30PM"", ""Tuesday"": ""8:30AM-9:30PM"", ""Wednesday"": ""8:30AM-9:30PM"", ""Thursday"": ""8:30AM-9:30PM"", ""Friday"": ""8:30AM-9:30PM"", ""Saturday"": ""8:30AM-9:30PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Via+Farm+2/@41.120418699999995,20.813394799999998,14z/data=!4m8!1m2!2m1!1sVia+Farm+2!3m4!1s0x1350db6152f920fb:0x8cbc3799607eddf8!8m2!3d41.120418699999995!4d20.813394799999998"
Sveti Vrachi - Kuzman & Damjan,Not available,Pharmacy,+389 46 260 500,"Dejan Vojvoda 2, Ohrid 6000",Ohrid,6000,41.1181633,20.8009141,5,1,"{""Monday"": ""7:30AM-9:30PM"", ""Tuesday"": ""7:30AM-9:30PM"", ""Wednesday"": ""7:30AM-9:30PM"", ""Thursday"": ""7:30AM-9:30PM"", ""Friday"": ""7:30AM-9:30PM"", ""Saturday"": ""7:30AM-9:30PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Sveti+Vrachi+-+Kuzman+%26+Damjan/@41.1181633,20.8009141,14z/data=!4m8!1m2!2m1!1sSveti+Vrachi+-+Kuzman+%26+Damjan!3m4!1s0x1350dca206634449:0x29bb5f2834ab4e0e!8m2!3d41.1181633!4d20.8009141"
Apteka Via Farm 7,http://viafarm.mk/,Pharmacy,+389 46 288 228,"7-mi Noemvri 128, Ohrid 6000",Ohrid,6000,41.1183305,20.8047404,4.5,4,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-4PM""}","https://www.google.com/maps/place/Apteka+Via+Farm+7/@41.1183305,20.8047404,14z/data=!4m8!1m2!2m1!1sApteka+Via+Farm+7!3m4!1s0x1350dd803812bbeb:0x19e3be2945b5bb2f!8m2!3d41.1183305!4d20.8047404"
